,title,publication_info,cited_by
680,Predicting air quality index using ensemble machine learning,"M Hardini, RA Sunarjo, M Asfi, MHR Chakim… - ADI Journal on Recent …, 2023 - adi-journal.org",Cited by 24
681,[HTML][HTML] A machine learning application in wine quality prediction,"P Bhardwaj, P Tiwari, K Olejar Jr, W Parr… - Machine Learning with …, 2022 - Elsevier",Cited by 57
682,Divination of air quality assessment using ensembling machine learning approach,"P William, DN Paithankar, PM Yawalkar… - 2023 International …, 2023 - ieeexplore.ieee.org",Cited by 41
683,Review of machine learning approach on credit card fraud detection,"R Bin Sulaiman, V Schetinin, P Sant - Human-Centric Intelligent Systems, 2022 - Springer",Cited by 117
684,Complex features extraction with deep learning model for the detection of COVID19 from CT scan images using ensemble based machine learning approach,"MR Islam, M Nahiduzzaman - Expert Systems with Applications, 2022 - Elsevier",Cited by 98
685,"Revolutionizing municipal solid waste management (MSWM) with machine learning as a clean resource: Opportunities, challenges and solutions","MT Munir, B Li, M Naqvi - Fuel, 2023 - Elsevier",Cited by 24
686,Application of machine learning for cytometry data,"Z Hu, S Bhattacharya, AJ Butte - Frontiers in immunology, 2022 - frontiersin.org",Cited by 43
687,"[CITATION][C] Charting New Frontiers: AI, Machine Learning, and Deep Learning in Brain and Heart Health","MB Nazir, I Hussain - Revista Espanola de Documentacion Cientifica, 2024",Cited by 14
688,A hybrid science‐guided machine learning approach for modeling chemical processes: A review,"N Sharma, YA Liu - AIChE Journal, 2022 - Wiley Online Library",Cited by 63
689,Predicting measures of soil health using the microbiome and supervised machine learning,"RC Wilhelm, HM van Es, DH Buckley - Soil Biology and Biochemistry, 2022 - Elsevier",Cited by 98
690,A machine learning algorithm to analyse the effects of vaccination on COVID-19 mortality,"C Magazzino, M Mele, M Coccia - Epidemiology & Infection, 2022 - cambridge.org",Cited by 73
691,[HTML][HTML] Time-series forecasting of seasonal items sales using machine learning–A comparative analysis,"Y Ensafi, SH Amin, G Zhang, B Shah - International Journal of Information …, 2022 - Elsevier",Cited by 204
692,Trends and potential of machine learning and deep learning in drug study at single-cell level,"R Qi, Q Zou - Research, 2023 - spj.science.org",Cited by 25
693,[PDF][PDF] Security enhancement by identifying attacks using machine learning for 5G network,"H Keserwani, H Rastogi, AZ Kurniullah… - International Journal …, 2022 - researchgate.net",Cited by 46
694,Comparison of supervised machine learning methods to predict ship propulsion power at sea,"X Lang, D Wu, W Mao - Ocean Engineering, 2022 - Elsevier",Cited by 56
695,Recent advances in machine learning research for nanofluid-based heat transfer in renewable energy system,"P Sharma, Z Said, A Kumar, S Nizetic, A Pandey… - Energy & …, 2022 - ACS Publications",Cited by 218
696,Artificial intelligence and machine learning for smart bioprocesses,"SK Khanal, A Tarafdar, S You - Bioresource Technology, 2023 - Elsevier",Cited by 31
697,Lift: Language-interfaced fine-tuning for non-language machine learning tasks,"T Dinh, Y Zeng, R Zhang, Z Lin… - Advances in …, 2022 - proceedings.neurips.cc",Cited by 94
698,Early-stage Alzheimer's disease prediction using machine learning models,"C Kavitha, V Mani, SR Srividhya, OI Khalaf… - Frontiers in public …, 2022 - frontiersin.org",Cited by 165
699,News-based intelligent prediction of financial markets using text mining and machine learning: A systematic literature review,"MN Ashtiani, B Raahemi - Expert Systems with Applications, 2023 - Elsevier",Cited by 89
700,"[HTML][HTML] Machine learning in crop yield modelling: A powerful tool, but no surrogate for science","G Lischeid, H Webber, M Sommer, C Nendel… - Agricultural and Forest …, 2022 - Elsevier",Cited by 72
701,Predicting mental health illness using machine learning algorithms,"K Vaishnavi, UN Kamath, BA Rao… - Journal of Physics …, 2022 - iopscience.iop.org",Cited by 45
702,[HTML][HTML] A novel approach for estimating and predicting uncertainty in water quality index model using machine learning approaches,"MG Uddin, S Nash, A Rahman, AI Olbert - Water Research, 2023 - Elsevier",Cited by 113
703,Machine learning for topology optimization: Physics-based learning through an independent training strategy,"FV Senhora, H Chi, Y Zhang, L Mirabella… - Computer Methods in …, 2022 - Elsevier",Cited by 42
704,House price prediction using random forest machine learning technique,"AB Adetunji, ON Akande, FA Ajala, O Oyewo… - Procedia Computer …, 2022 - Elsevier",Cited by 106
705,Antibiotic discovery with machine learning,"C de la Fuente-Nunez - Nature Biotechnology, 2022 - nature.com",Cited by 22
706,Suspicious activity detection and classification in IoT environment using machine learning approach,"V Talukdar, D Dhabliya, B Kumar… - … , Distributed and Grid …, 2022 - ieeexplore.ieee.org",Cited by 41
707,Early detection of coronary heart disease based on machine learning methods,"R Yılmaz, FH Yağın - Medical Records, 2022 - dergipark.org.tr",Cited by 55
708,[HTML][HTML] Air quality prediction by machine learning models: A predictive study on the indian coastal city of Visakhapatnam,"G Ravindiran, G Hayder, K Kanagarathinam… - Chemosphere, 2023 - Elsevier",Cited by 31
709,[PDF][PDF] DDoS Detection in SDN using Machine Learning Techniques.,"MW Nadeem, HG Goh, V Ponnusamy… - Computers, Materials & …, 2022 - cdn.techscience.cn",Cited by 59
710,"Machine learning in the identification, prediction and exploration of environmental toxicology: Challenges and perspectives","X Wu, Q Zhou, L Mu, X Hu - Journal of Hazardous Materials, 2022 - Elsevier",Cited by 29
711,Survey paper: Comparative study of machine learning techniques and its recent applications,"BD Shivahare, S Suman… - … in Technology and …, 2022 - ieeexplore.ieee.org",Cited by 32
712,Image segmentation for MR brain tumor detection using machine learning: a review,"TA Soomro, L Zheng, AJ Afifi, A Ali… - IEEE Reviews in …, 2022 - ieeexplore.ieee.org",Cited by 148
713,Grain boundary sliding and distortion on a nanosecond timescale induce trap states in CsPbBr 3: ab initio investigation with machine learning force field,"D Liu, Y Wu, AS Vasenko, OV Prezhdo - Nanoscale, 2023 - pubs.rsc.org",Cited by 21
714,The 2021 landscape of FDA-approved artificial intelligence/machine learning-enabled medical devices: An analysis of the characteristics and intended use,"S Zhu, M Gilbert, I Chetty, F Siddiqui - International journal of medical …, 2022 - Elsevier",Cited by 66
715,Using machine learning algorithms classified depressed patients and normal people,"G Chopra, P Whig - International Journal of Machine Learning for …, 2022 - ijsdcs.com",Cited by 45
716,Creativity and machine learning: A survey,"G Franceschelli, M Musolesi - ACM Computing Surveys, 2024 - dl.acm.org",Cited by 40
717,An ensemble approach to predict early-stage diabetes risk using machine learning: An empirical study,"UE Laila, K Mahboob, AW Khan, F Khan, W Taekeun - Sensors, 2022 - mdpi.com",Cited by 94
718,Motion planning and control for mobile robot navigation using machine learning: a survey,"X Xiao, B Liu, G Warnell, P Stone - Autonomous Robots, 2022 - Springer",Cited by 217
719,Advances in machine learning and deep learning applications towards wafer map defect recognition and classification: a review,"T Kim, K Behdinan - Journal of Intelligent Manufacturing, 2023 - Springer",Cited by 49
720,Machine learning and blockchain technologies for cybersecurity in connected vehicles,"J Ahmad, MU Zia, IH Naqvi, JN Chattha… - … : Data Mining and …, 2024 - Wiley Online Library",Cited by 32
721,Enhancing machine learning with low-cost p m2. 5 air quality sensor calibration using image processing,"U Rahardja, Q Aini, D Manongga… - APTISI Transactions …, 2023 - ijc.ilearning.co",Cited by 38
722,Physics-based representations for machine learning properties of chemical reactions,"P van Gerwen, A Fabrizio, MD Wodrich… - Machine Learning …, 2022 - iopscience.iop.org",Cited by 25
723,A systematic review on machine learning and deep learning techniques in the effective diagnosis of Alzheimer's disease,"AD Arya, SS Verma, P Chakarabarti, T Chakrabarti… - Brain Informatics, 2023 - Springer",Cited by 48
724,"Machine learning for intrusion detection in industrial control systems: Applications, challenges, and recommendations","MA Umer, KN Junejo, MT Jilani, AP Mathur - International Journal of …, 2022 - Elsevier",Cited by 95
725,The development and deployment of machine learning models,"JA Pruneski, RJ Williams III, BU Nwachukwu… - Knee Surgery, Sports …, 2022 - Springer",Cited by 24
726,Machine learning for predicting chronic diseases: a systematic review,"FM Delpino, ÂK Costa, SR Farias… - Public Health, 2022 - Elsevier",Cited by 34
727,Employee performance prediction: An integrated approach of business analytics and machine learning,"MDR Hasan, RK Ray… - Journal of Business and …, 2024 - al-kindipublisher.com",Cited by 42
728,Error metrics and performance fitness indicators for artificial intelligence and machine learning in engineering and sciences,"MZ Naser, AH Alavi - Architecture, Structures and Construction, 2023 - Springer",Cited by 232
729,[HTML][HTML] Transition1x-a dataset for building generalizable reactive machine learning potentials,"M Schreiner, A Bhowmik, T Vegge, J Busk, O Winther - Scientific Data, 2022 - nature.com",Cited by 43
730,Machine learning prediction of antimicrobial peptides,"G Wang, II Vaisman, ML van Hoek - Computational peptide science …, 2022 - Springer",Cited by 55
731,Cancer prediction using machine learning,"G Sruthi, CL Ram, MK Sai, BP Singh… - … in Technology and …, 2022 - ieeexplore.ieee.org",Cited by 38
732,Application of machine learning techniques to detect the children with autism spectrum disorder,"M Liao, H Duan, G Wang - Journal of Healthcare Engineering, 2022 - Wiley Online Library",Cited by 61
733,Direct generation of protein conformational ensembles via machine learning,"G Janson, G Valdes-Garcia, L Heo, M Feig - Nature Communications, 2023 - nature.com",Cited by 74
734,PMLB v1. 0: an open-source dataset collection for benchmarking machine learning methods,"JD Romano, TT Le, W La Cava, JT Gregg… - …, 2022 - academic.oup.com",Cited by 92
735,A review on security analysis of cyber physical systems using Machine learning,"AA Jamal, AAM Majid, A Konev, T Kosachenko… - Materials today …, 2023 - Elsevier",Cited by 79
736,Data Fusion-based machine learning architecture for intrusion detection,"TM Ghazal - Computers, Materials & Continua, 2022 - research.skylineuniversity.ac.ae",Cited by 100
737,"Breast tumor localization and segmentation using machine learning techniques: Overview of datasets, findings, and methods","R Ranjbarzadeh, S Dorosti, SJ Ghoushchi… - Computers in Biology …, 2023 - Elsevier",Cited by 50
738,Multi-label active learning-based machine learning model for heart disease prediction,"IM El-Hasnony, OM Elzeki, A Alshehri, H Salem - Sensors, 2022 - mdpi.com",Cited by 124
739,Machine learning models for classification and identification of significant attributes to detect type 2 diabetes,"KC Howlader, MS Satu, MA Awal, MR Islam… - … information science and …, 2022 - Springer",Cited by 56
740,Machine-learning methods for ligand–protein molecular docking,"K Crampon, A Giorkallos, M Deldossi, S Baud… - Drug discovery today, 2022 - Elsevier",Cited by 185
741,[PDF][PDF] Auto modelling for machine learning: a comparison implementation between rapid miner and python,"N Baharun, NFM Razi, S Masrom… - Int. J. Emerg. Technol …, 2022 - researchgate.net",Cited by 28
742,"Accountability in an algorithmic society: relationality, responsibility, and robustness in machine learning","AF Cooper, E Moss, B Laufer… - Proceedings of the 2022 …, 2022 - dl.acm.org",Cited by 99
743,The artificial intelligence and machine learning in lung cancer immunotherapy,"Q Gao, L Yang, M Lu, R Jin, H Ye, T Ma - Journal of Hematology & …, 2023 - Springer",Cited by 41
744,Online bearing fault diagnosis using numerical simulation models and machine learning classifications,"H Wang, J Zheng, J Xiang - Reliability Engineering & System Safety, 2023 - Elsevier",Cited by 55
745,Novel graph-based machine learning technique to secure smart vehicles in intelligent transportation systems,"BB Gupta, A Gaurav, EC Marín… - IEEE transactions on …, 2022 - ieeexplore.ieee.org",Cited by 67
