,title,authors,year,venue,publisher,citation_count,avg_citations_per_year
685,"Revolutionizing municipal solid waste management (MSWM) with machine learning as a clean resource: Opportunities, challenges and solutions","MT Munir, B Li, M Naqvi ",2023 ,Fuel,Elsevier, 24,12.0
686,Application of machine learning for cytometry data,"Z Hu, S Bhattacharya, AJ Butte ",2022 ,Frontiers in immunology,frontiersin.org, 43,14.0
687,"[CITATION][C] Charting New Frontiers: AI, Machine Learning, and Deep Learning in Brain and Heart Health","MB Nazir, I Hussain ",2024,Revista Espanola de Documentacion Cientifica,N/A, 14,14.0
688,A hybrid science‐guided machine learning approach for modeling chemical processes: A review,"N Sharma, YA Liu ",2022 ,AIChE Journal,Wiley Online Library, 63,21.0
689,Predicting measures of soil health using the microbiome and supervised machine learning,"RC Wilhelm, HM van Es, DH Buckley ",2022 ,Soil Biology and Biochemistry,Elsevier, 98,33.0
690,A machine learning algorithm to analyse the effects of vaccination on COVID-19 mortality,"C Magazzino, M Mele, M Coccia ",2022 ,Epidemiology & Infection,cambridge.org, 73,24.0
691,[HTML][HTML] Time-series forecasting of seasonal items sales using machine learning–A comparative analysis,"Y Ensafi, SH Amin, G Zhang, B Shah ",2022 ,International Journal of Information …,Elsevier, 204,68.0
692,Trends and potential of machine learning and deep learning in drug study at single-cell level,"R Qi, Q Zou ",2023 ,Research,spj.science.org, 25,12.0
693,[PDF][PDF] Security enhancement by identifying attacks using machine learning for 5G network,"H Keserwani, H Rastogi, AZ Kurniullah… ",2022 ,International Journal …,researchgate.net, 46,15.0
694,Comparison of supervised machine learning methods to predict ship propulsion power at sea,"X Lang, D Wu, W Mao ",2022 ,Ocean Engineering,Elsevier, 56,19.0
695,Recent advances in machine learning research for nanofluid-based heat transfer in renewable energy system,"P Sharma, Z Said, A Kumar, S Nizetic, A Pandey… ",2022 ,Energy & …,ACS Publications, 218,73.0
696,Artificial intelligence and machine learning for smart bioprocesses,"SK Khanal, A Tarafdar, S You ",2023 ,Bioresource Technology,Elsevier, 31,16.0
697,Lift: Language-interfaced fine-tuning for non-language machine learning tasks,"T Dinh, Y Zeng, R Zhang, Z Lin… ",2022 ,Advances in …,proceedings.neurips.cc, 94,31.0
698,Early-stage Alzheimer's disease prediction using machine learning models,"C Kavitha, V Mani, SR Srividhya, OI Khalaf… ",2022 ,Frontiers in public …,frontiersin.org, 165,55.0
699,News-based intelligent prediction of financial markets using text mining and machine learning: A systematic literature review,"MN Ashtiani, B Raahemi ",2023 ,Expert Systems with Applications,Elsevier, 89,44.0
700,"[HTML][HTML] Machine learning in crop yield modelling: A powerful tool, but no surrogate for science","G Lischeid, H Webber, M Sommer, C Nendel… ",2022 ,Agricultural and Forest …,Elsevier, 72,24.0
701,Predicting mental health illness using machine learning algorithms,"K Vaishnavi, UN Kamath, BA Rao… ",2022 ,Journal of Physics …,iopscience.iop.org, 45,15.0
702,[HTML][HTML] A novel approach for estimating and predicting uncertainty in water quality index model using machine learning approaches,"MG Uddin, S Nash, A Rahman, AI Olbert ",2023 ,Water Research,Elsevier, 113,56.0
703,Machine learning for topology optimization: Physics-based learning through an independent training strategy,"FV Senhora, H Chi, Y Zhang, L Mirabella… ",2022 ,Computer Methods in …,Elsevier, 42,14.0
704,House price prediction using random forest machine learning technique,"AB Adetunji, ON Akande, FA Ajala, O Oyewo… ",2022 ,Procedia Computer …,Elsevier, 106,35.0
705,Antibiotic discovery with machine learning,C de la Fuente-Nunez ,2022 ,Nature Biotechnology,nature.com, 22,7.0
706,Suspicious activity detection and classification in IoT environment using machine learning approach,"V Talukdar, D Dhabliya, B Kumar… ",2022 ,"… , Distributed and Grid …",ieeexplore.ieee.org, 41,14.0
707,Early detection of coronary heart disease based on machine learning methods,"R Yılmaz, FH Yağın ",2022 ,Medical Records,dergipark.org.tr, 55,18.0
708,[HTML][HTML] Air quality prediction by machine learning models: A predictive study on the indian coastal city of Visakhapatnam,"G Ravindiran, G Hayder, K Kanagarathinam… ",2023 ,Chemosphere,Elsevier, 31,16.0
709,[PDF][PDF] DDoS Detection in SDN using Machine Learning Techniques.,"MW Nadeem, HG Goh, V Ponnusamy… ",2022 ,"Computers, Materials & …",cdn.techscience.cn, 59,20.0
710,"Machine learning in the identification, prediction and exploration of environmental toxicology: Challenges and perspectives","X Wu, Q Zhou, L Mu, X Hu ",2022 ,Journal of Hazardous Materials,Elsevier, 29,10.0
711,Survey paper: Comparative study of machine learning techniques and its recent applications,"BD Shivahare, S Suman… ",2022 ,… in Technology and …,ieeexplore.ieee.org, 32,11.0
712,Image segmentation for MR brain tumor detection using machine learning: a review,"TA Soomro, L Zheng, AJ Afifi, A Ali… ",2022 ,IEEE Reviews in …,ieeexplore.ieee.org, 148,49.0
713,Grain boundary sliding and distortion on a nanosecond timescale induce trap states in CsPbBr 3: ab initio investigation with machine learning force field,"D Liu, Y Wu, AS Vasenko, OV Prezhdo ",2023 ,Nanoscale,pubs.rsc.org, 21,10.0
714,The 2021 landscape of FDA-approved artificial intelligence/machine learning-enabled medical devices: An analysis of the characteristics and intended use,"S Zhu, M Gilbert, I Chetty, F Siddiqui ",2022 ,International journal of medical …,Elsevier, 66,22.0
715,Using machine learning algorithms classified depressed patients and normal people,"G Chopra, P Whig ",2022 ,International Journal of Machine Learning for …,ijsdcs.com, 45,15.0
716,Creativity and machine learning: A survey,"G Franceschelli, M Musolesi ",2024 ,ACM Computing Surveys,dl.acm.org, 40,40.0
717,An ensemble approach to predict early-stage diabetes risk using machine learning: An empirical study,"UE Laila, K Mahboob, AW Khan, F Khan, W Taekeun ",2022 ,Sensors,mdpi.com, 94,31.0
718,Motion planning and control for mobile robot navigation using machine learning: a survey,"X Xiao, B Liu, G Warnell, P Stone ",2022 ,Autonomous Robots,Springer, 217,72.0
719,Advances in machine learning and deep learning applications towards wafer map defect recognition and classification: a review,"T Kim, K Behdinan ",2023 ,Journal of Intelligent Manufacturing,Springer, 49,24.0
720,Machine learning and blockchain technologies for cybersecurity in connected vehicles,"J Ahmad, MU Zia, IH Naqvi, JN Chattha… ",2024 ,… : Data Mining and …,Wiley Online Library, 32,32.0
721,Enhancing machine learning with low-cost p m2. 5 air quality sensor calibration using image processing,"U Rahardja, Q Aini, D Manongga… ",2023 ,APTISI Transactions …,ijc.ilearning.co, 38,19.0
722,Physics-based representations for machine learning properties of chemical reactions,"P van Gerwen, A Fabrizio, MD Wodrich… ",2022 ,Machine Learning …,iopscience.iop.org, 25,8.0
723,A systematic review on machine learning and deep learning techniques in the effective diagnosis of Alzheimer's disease,"AD Arya, SS Verma, P Chakarabarti, T Chakrabarti… ",2023 ,Brain Informatics,Springer, 48,24.0
724,"Machine learning for intrusion detection in industrial control systems: Applications, challenges, and recommendations","MA Umer, KN Junejo, MT Jilani, AP Mathur ",2022 ,International Journal of …,Elsevier, 95,32.0
725,The development and deployment of machine learning models,"JA Pruneski, RJ Williams III, BU Nwachukwu… ",2022 ,"Knee Surgery, Sports …",Springer, 24,8.0
726,Machine learning for predicting chronic diseases: a systematic review,"FM Delpino, ÂK Costa, SR Farias… ",2022 ,Public Health,Elsevier, 34,11.0
727,Employee performance prediction: An integrated approach of business analytics and machine learning,"MDR Hasan, RK Ray… ",2024 ,Journal of Business and …,al-kindipublisher.com, 42,42.0
728,Error metrics and performance fitness indicators for artificial intelligence and machine learning in engineering and sciences,"MZ Naser, AH Alavi ",2023 ,"Architecture, Structures and Construction",Springer, 232,116.0
729,[HTML][HTML] Transition1x-a dataset for building generalizable reactive machine learning potentials,"M Schreiner, A Bhowmik, T Vegge, J Busk, O Winther ",2022 ,Scientific Data,nature.com, 43,14.0
730,Machine learning prediction of antimicrobial peptides,"G Wang, II Vaisman, ML van Hoek ",2022 ,Computational peptide science …,Springer, 55,18.0
731,Cancer prediction using machine learning,"G Sruthi, CL Ram, MK Sai, BP Singh… ",2022 ,… in Technology and …,ieeexplore.ieee.org, 38,13.0
732,Application of machine learning techniques to detect the children with autism spectrum disorder,"M Liao, H Duan, G Wang ",2022 ,Journal of Healthcare Engineering,Wiley Online Library, 61,20.0
733,Direct generation of protein conformational ensembles via machine learning,"G Janson, G Valdes-Garcia, L Heo, M Feig ",2023 ,Nature Communications,nature.com, 74,37.0
734,PMLB v1. 0: an open-source dataset collection for benchmarking machine learning methods,"JD Romano, TT Le, W La Cava, JT Gregg… ",2022 ,…,academic.oup.com, 92,31.0
735,A review on security analysis of cyber physical systems using Machine learning,"AA Jamal, AAM Majid, A Konev, T Kosachenko… ",2023 ,Materials today …,Elsevier, 79,40.0
736,Data Fusion-based machine learning architecture for intrusion detection,TM Ghazal ,2022 ,"Computers, Materials & Continua",research.skylineuniversity.ac.ae, 100,33.0
737,"Breast tumor localization and segmentation using machine learning techniques: Overview of datasets, findings, and methods","R Ranjbarzadeh, S Dorosti, SJ Ghoushchi… ",2023 ,Computers in Biology …,Elsevier, 50,25.0
738,Multi-label active learning-based machine learning model for heart disease prediction,"IM El-Hasnony, OM Elzeki, A Alshehri, H Salem ",2022 ,Sensors,mdpi.com, 124,41.0
739,Machine learning models for classification and identification of significant attributes to detect type 2 diabetes,"KC Howlader, MS Satu, MA Awal, MR Islam… ",2022 ,… information science and …,Springer, 56,19.0
740,Machine-learning methods for ligand–protein molecular docking,"K Crampon, A Giorkallos, M Deldossi, S Baud… ",2022 ,Drug discovery today,Elsevier, 185,62.0
741,[PDF][PDF] Auto modelling for machine learning: a comparison implementation between rapid miner and python,"N Baharun, NFM Razi, S Masrom… ",2022 ,Int. J. Emerg. Technol …,researchgate.net, 28,9.0
742,"Accountability in an algorithmic society: relationality, responsibility, and robustness in machine learning","AF Cooper, E Moss, B Laufer… ",2022 ,Proceedings of the 2022 …,dl.acm.org, 99,33.0
743,The artificial intelligence and machine learning in lung cancer immunotherapy,"Q Gao, L Yang, M Lu, R Jin, H Ye, T Ma ",2023 ,Journal of Hematology & …,Springer, 41,20.0
744,Online bearing fault diagnosis using numerical simulation models and machine learning classifications,"H Wang, J Zheng, J Xiang ",2023 ,Reliability Engineering & System Safety,Elsevier, 55,28.0
745,Novel graph-based machine learning technique to secure smart vehicles in intelligent transportation systems,"BB Gupta, A Gaurav, EC Marín… ",2022 ,IEEE transactions on …,ieeexplore.ieee.org, 67,22.0
746,[HTML][HTML] A review of ultrasonic sensing and machine learning methods to monitor industrial processes,"AL Bowler, MP Pound, NJ Watson ",2022 ,Ultrasonics,Elsevier, 35,12.0
747,Ransomware classification and detection with machine learning algorithms,"M Masum, MJH Faruk, H Shahriar… ",2022 ,2022 IEEE 12th …,ieeexplore.ieee.org, 82,27.0
748,Pima Indians diabetes mellitus classification based on machine learning (ML) algorithms,"V Chang, J Bailey, QA Xu, Z Sun ",2023 ,Neural Computing and Applications,Springer, 189,94.0
749,Clustering superconductors using unsupervised machine learning,"B Roter, N Ninkovic, SV Dordevic ",2022 ,Physica C: Superconductivity and its …,Elsevier, 29,10.0
750,Application of machine learning methods on real bridge monitoring data,"F Wedel, S Marx ",2022 ,Engineering Structures,Elsevier, 34,11.0
751,Raman spectroscopy and machine learning for the classification of breast cancers,"L Zhang, C Li, D Peng, X Yi, S He, F Liu… ",2022 ,… Acta Part A: Molecular …,Elsevier, 100,33.0
752,"The role of artificial intelligence and machine learning in wireless networks security: Principle, practice and challenges","M Waqas, S Tu, Z Halim, SU Rehman, G Abbas… ",2022 ,Artificial Intelligence …,Springer, 95,32.0
753,The role of machine learning to boost the bioenergy and biofuels conversion,"Z Wang, X Peng, A Xia, AA Shah, Y Huang, X Zhu… ",2022 ,Bioresource …,Elsevier, 112,37.0
754,[PDF][PDF] Implementation of Machine Learning Based Google Teachable Machine in Early Childhood Education.,"PY Prasad, D Prasad, DN Malleswari… ",2022 ,… Journal of early …,researchgate.net, 42,14.0
755,Applications of machine learning in metabolomics: Disease modeling and classification,"A Galal, M Talal, A Moustafa ",2022 ,Frontiers in genetics,frontiersin.org, 66,22.0
756,Can book covers help predict bestsellers using machine learning approaches?,"S Lee, J Kim, E Park ",2023 ,Telematics and Informatics,Elsevier, 15,8.0
757,[PDF][PDF] Crime tracking system and people's safety in India using machine learning approaches,"VK Gupta, SK Shukla, RS Rawat ",2022 ,International Journal of …,researchgate.net, 76,25.0
758,[HTML][HTML] Application of machine learning initiatives and intelligent perspectives for CO2 emissions reduction in construction,"L Farahzadi, M Kioumarsi ",2023 ,Journal of Cleaner Production,Elsevier, 42,21.0
759,Automated wheat diseases classification framework using advanced machine learning technique,"H Khan, IU Haq, M Munsif, Mustaqeem, SU Khan… ",2022 ,Agriculture,mdpi.com, 51,17.0
